STT	Mã dự án	Dự án	Kế toán	Phòng DA	Cấp QĐ đầu tư trước khi bàn giao	CĐT cũ	QĐ chuyển CĐT	Tình trạng hiện tại
								
		Tổng						
71	8039671	Quảng trường biển Cửa Sót, huyện Lộc Hà	Phú	3	T	Thạch Hà	2140	3
72	7555797	Tu bổ tôn tạo di tích lịch sử văn hóa Đền thờ Mai Hắc Đế, xây dựng Tượng đài và Quảng trường Mai Hắc Đế	Phú	3	T	Thạch Hà	2140	3
73	8086818	Đường giao thông nội vùng khu trung tâm hành chính huyện Lộc Hà (giai đoạn 5)	Phú	3	H	Thạch Hà	2140	3
74	8119947	Dự án Nâng cấp Kênh tiêu cầu Trung Nghĩa, thị trấn Lộc Hà, huyện Lộc Hà	Phú	3	H	Thạch Hà	2140	3
75	7966346	Đường giao thông từ Quốc lộ 15B, xã Việt Tiến đến đường Thượng Ngọc, xã Thạch Ngọc	Đại	3	H	Thạch Hà	2140	3
76	8128529	Dãy nhà 03 tầng 06 phòng học bộ môn và các hạng mục phụ trợ Trường THCS Nguyễn Thiếp	Tâm	3	H	Thạch Hà	2140	3
77	7973345	Đường giao thông tổ 9, thị trấn Thạch Hà	Đại	3	H	Thạch Hà	2140	3
78	8075141	Đường giao thông từ đường Hồ Chí Minh vào Cụm công nghiệp Gia Phố (Giai đoạn 1)	Đức	3	T	Hương Khê	2140	3
79	7853204	Dự án cải thiện cơ sở hạ tầng đô thị Hương Khê, huyện Hương Khê (AFD)	Quân	3	T	Hương Khê	2140	3
80	7935693	Đường giao thông từ đường Hồ Chí Minh vào khu vực biên giới xã Hòa Hải, huyện Hương Khê	Đức	3	T	Hương Khê	2140	3
81	7947023	Đường giao thông bảo vệ an ninh biên giới, kết hợp bảo vệ phát triển thác Vũ Môn và phát triển vùng, huyện Hương Khê (giai đoạn 1)	Đức	3	T	Hương Khê	2140	3
82	7999325	Đường giao thông nối đường Huyện lộ 2 (ĐH.87) đi đường Hồ Chí Minh, huyện Hương Khê	Đức	3	H	Hương Khê	2140	3
83	8096030	Khối phòng học tập kết hợp hỗ trợ học tập Trường Tiểu học Hương Trà	Quân	3	H	Hương Khê	2140	3
84	8080492	Đường GTNT xã Hương Trà	Đức	3	H	Hương Khê	2140	3
85	8053446	Đường GTNT xã Hương Long (tuyến đường đi thôn 7, 8 và tuyến đường trục TX01 đoạn từ huyện lộ 6 đi huyện lộ 8)	Quân	3	H	Hương Khê	2140	3
86	8080489	Nâng cấp đường giao thông trục chính xã Phú Phong	Quân	3	H	Hương Khê	2140	3
87	7959538	Đường giao thông tránh lũ kết hợp vào khu xử lý chất thải rắn huyện Hương Khê tại thôn 2, xã Hương Thủy	Đức	3	H	Hương Khê	2140	3
88	7944311	Nâng cấp đường giao thông Huyện lộ 92 (ĐH92) đoạn từ xã Hương Thủy đi xã Hương Giang, huyện Hương Khê	Đức	3	H	Hương Khê	2140	3
89	7742342	Dự án Đường giao thông nội vùng xã Đức Dũng, huyện Đức Thọ	Huân	1	T	Đức Thọ	2140	4
90	8025847	Dự án đầu tư xây dựng Sàn giao dịch việc làm tại Thành phố Hà Tĩnh 	Vũ Giang	1	T	Dân dụng	DDCN	4
91	7333066	Dự án nguồn nước tổng hợp và phát triển đô thị trong mối liên hệ biến đổi khí hậu tại tỉnh Hà Tĩnh	Hương Giang	1	T	Dân dụng	DDCN	4
92	7763646	Trụ sở làm việc Trạm kiểm dịch động vật nội địa	Hương Giang	1	T	Dân dụng	DDCN	4
93	8132633	Đường và cầu nối hai phía Nam - Bắc khu du lịch Thiên Cầm	Vũ Giang	2	T	Cẩm Xuyên	2140	4
94	8115971	Nhà học bộ môn 2 tầng 10 phòng Trường THCS Sơn Hà	Nam	2	H	Cẩm Xuyên	2140	4
95	8059684	Đường giao thông trục xã Cẩm Quan	Nam	2	H	Cẩm Xuyên	2140	5
96	7773469	Nâng cấp, mở rộng đường trục chính xã Thuần Thiện	Hương	2	T	Can Lộc	2140	4
97	7283149	Đê tả nghèn đoạn từ K0 - K4+064,17	Hương	2	T	Can Lộc	2140	4
98	7307545	Đường tữ xã Trường Lộc và trung tâm xã miền núi Gia Hanh	Hương	2	#N/A	Can Lộc	2140	4
99	7428304	Tu bổ, tôn tạo di tích đền thờ Phan Kính xã Song Lộc, huyện Can Lộc, tỉnh Hà Tĩnh	Hương	2	#N/A	Can Lộc	2140	4
100	7548060	Hạ tầng kỹ thuật Cụm công nghiệp Yên Huy, huyện Can Lộc	Hương	2	#N/A	Can Lộc	2140	4
101	7793572	Đường giao thông nông thôn xã Phú Lộc, huyện Can Lộc	Hương	2	H	Can Lộc	2140	4
102	8022195	Đường giao thông huyện lộ ĐH.116, đoạn Mai Phụ - Ích hậu, huyện Lộc Hà	Phú	3	T	Thạch Hà	2140	4
103	8091397	Nâng cấp, mở rộng đường giao thông liên xã Thạch Ngọc -Ngọc Sơn	Đại	3	H	Thạch Hà	2140	4
104	8093847	Nhà học 03 tầng 15 phòng Trường Tiểu học 2 thị trấn Thạch Hà	Đại	3	H	Thạch Hà	2140	4
105	7957184	Đường giao thông trục chính Lưu Vĩnh Sơn	Đại	3	H	Thạch Hà	2140	4
106	8074704	Đường giao thông từ đường ĐT,550 tại xã Ngọc Sơn đến xã Thạch Ngọc	Đại	3	H	Thạch Hà	2140	4
107	8112824	Nâng cấp đường trục thôn 04 xã Thạch Sơn	Đại	3	H	Thạch Hà	2140	4
108	7862796	Chăm sóc, duy trì và trồng mới cây xanh đô thị huyện Lộc Hà năm 2020	Phú	3	H	Thạch Hà	2140	4
109	7898773	Chăm sóc, duy trì và trồng mới cây xanh đô thị huyện Lộc Hà năm 2021	Phú	3	H	Thạch Hà	2140	4
110	8022919	Mạng lưới cấp nước sinh hoạt xã Thạch Khê	Đại	3	H	Thạch Hà	2140	4
111	8080483	Đường GTNT xã Phúc Đồng	Đức	3	H	Hương Khê	2140	4
112	7130423	Tiểu hợp phần 2 thuộc Hợp phần BT GPMB TĐC công trình hệ thống thủy lợi ngàn trươi Cẩm Trang (Tên cũ: Xây dựng nghĩa địa tại thị trấn Vũ Quang)	Thuận	1	T	Vũ Quang	2140	5
113	7778248	Dự án Kè chống sạt lở bờ hữu sông Ngàn Sâu đoạn qua xã Đức Đồng - Đức Lạc, huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	T	Đức Thọ	2140	5
114	7010912	Dự án Kè bờ tả sông La đoạn qua xã Trường Sơn - Liên Minh, huyện Đức Thọ	Huân	1	T	Đức Thọ	2140	5
115	7959984	Cầu Hốp Chuối, thị trấn Vũ Quang	Thuận	1	T	Vũ Quang	2140	5
116	7321480	Hạ tầng kỹ thuật Cụm CN-TTCN tập trung huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	4
117	7269749	Đường vào trung tâm các xã Ân Phú, Đức Giang kết hợp cứu hộ, cứu nạn trong mùa mưa lũ	Thuận	1	H	Vũ Quang	2140	5
118	7535585	Trung tâm y tế huyện Kỳ Anh	Hương Giang	1	T	Dân dụng	DDCN	5
