STT	Mã dự án	Dự án	Kế toán	Phòng DA	Cấp QĐ đầu tư trước khi bàn giao	CĐT cũ	QĐ chuyển CĐT	Tình trạng hiện tại
								
		Tổng						
432	7913872	Nhà phục vụ học tập 4 phòng 1 tầng trường Tiểu học Hương Trạch (điểm La Khê), huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
433	7999321	Nâng cấp, cải tạo Trường mầm non Hương Liên	Quân	3	H	Hương Khê	2140	7
434	7743739	Nâng cấp, sửa chữa dãy nhà tiếp công dân, dãy nhà Thanh tra-Thống kê, dãy nhà lãnh đạo thuộc trụ sơ Cơ quan UBND huyện	Quân	3	H	Hương Khê	2140	7
435	7875149	Cải tạo nhà ăn, nhà bếp, nhà thể thao, phòng làm việc thuộc trụ sở UBND huyện	Quân	3	H	Hương Khê	2140	7
436	7894470	Nâng cấp khuôn viên Trung tâm Hành chính công huyện	Quân	3	H	Hương Khê	2140	7
437	7947026	Nhà học bộ môn 03 tầng Trường THCS Phú Gia	Quân	3	H	Hương Khê	2140	7
438	7990451	Nâng cấp, cải tạo Trung tâm giáo dục nghề nghiệp - Giáo dục thường xuyên huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
439	7573535	Cải tạo, nâng cấp Hội trường lớn và Trụ sở làm việc UBND huyện	Quân	3	H	Hương Khê	2140	7
440	7709956	Nâng cấp, cải tạo Trung tâm hành chính công huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
441	7946215	Nâng cấp đường giao thông vào trung tâm xã Hương Long	Quân	3	H	Hương Khê	2140	7
442	7842905	Nhà hành chính quản trị 2 tầng - Trường Tiểu học Hương Giang	Quân	3	H	Hương Khê	2140	7
443	7842906	Nhà học bộ môn 2 tầng 6 phòng trường Mầm non Hương Thủy	Quân	3	H	Hương Khê	2140	7
444	7910257	Nâng cấp, cải tạo trường THPT Gia Phố cũ	Quân	3	H	Hương Khê	2140	7
445	XHH3	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Trung Hải, xã Gia Phố	Quân	3	H	Hương Khê	2140	7
446	7743738	Nhà học 2 tầng 4 phòng Trường Mầm non xã Hương Vĩnh, huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
447	7842907	Nhà học bộ môn 2 tầng trường THCS Hương Lâm	Quân	3	H	Hương Khê	2140	7
448	7909982	Nhà hành chính quản tri 02 tầng trường TH Hương Xuân	Quân	3	H	Hương Khê	2140	7
449	7902753	Nhà hành chính quản trị 02 tầng Trường THCS Hương Lâm	Quân	3	H	Hương Khê	2140	7
450	7951423	Nhà hành chính quản trị kết hợp phòng phục vụ học tập Trường Mầm non Hương Lâm (điểm chính)	Quân	3	H	Hương Khê	2140	7
451	7951424	Nhà hành chính quản trị Trường Tiểu học xã Hương Lâm (điểm chính)	Quân	3	H	Hương Khê	2140	7
452	7868259	Sửa chữa, nâng cấp tràn đập Làng xã Hương Bình	Quân	3	H	Hương Khê	2140	7
453	7889262	Nhà làm việc 02 tầng Trụ sở UBND xã Hương Bình	Quân	3	H	Hương Khê	2140	7
454	7894475	Nhà hành chính quản trị kết hợp phòng phục vụ học tập trường Mầm non Phúc Đồng	Quân	3	H	Hương Khê	2140	7
455	7900141	Nhà hành chính quản trị 02 tầng Trường THCS Phúc Đồng	Quân	3	H	Hương Khê	2140	7
456	8129809	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Tân Thượng, xã Hòa Hải	Quân	3	H	Hương Khê	2140	7
457	7914215	Nhà hành chính quản trị kết hợp phục vụ học tập 3 tầng trường Tiểu học Hòa Hải	Quân	3	H	Hương Khê	2140	7
458	7921874	Đường giao thông nông thôn xóm 5, xã Phúc Đồng	Quân	3	H	Hương Khê	2140	7
459	XHH5	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Tân Trung, xã Hoà Hải	Quân	3	H	Hương Khê	2140	7
460	7855994	Nhà văn hóa xã Hà Linh, huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
461	XHH6	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Trung Tiến, xã Điền Mỹ	Quân	3	H	Hương Khê	2140	7
462	7868258	Sửa chữa, nâng cấp đập Cơn Hương, xã Hà Linh	Quân	3	H	Hương Khê	2140	7
463	XHH7	Nhà văn hoá cộng đồng kết hợp tránh bão, lũ thôn 5 xã Hà Linh	Quân	3	H	Hương Khê	2140	7
464	8129807	Nhà học bộ môn 02 tầng trường THCS xã Hà Linh huyện Hương Khê tỉnh Hà Tĩnh	Quân	3	H	Hương Khê	2140	7
465	7801450	Trường Tiểu học, trường THCS các xã: Hương Giang, Hương Xuân, huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
466	7801459	Xây dựng, nâng cấp các tuyến đường ngoài hàng rào chợ Huyện	Quân	3	H	Hương Khê	2140	7
467	7896621	Nâng cấp, cải tạo nhà văn hóa xã Phúc Đồng và xây mới phòng chức năng văn hóa xã Phúc Đồng và Lộc Yên	Quân	3	H	Hương Khê	2140	7
468	8025720	Khối phục vụ học tập 2 tầng Trường THCS Phúc Trạch	Quân	3	H	Hương Khê	2140	7
469	7906804	Kiên cố hoá trường Mầm non, trường Tiểu học xã Hương Long và xã Phú Gia	Quân	3	H	Hương Khê	2140	7
470	7795861	Cải tạo, sửa chữa trường Mầm non Bông Sen Thị trấn Hương Khê	Quân	3	H	Hương Khê	2140	7
471	7810104	Đường vào các xã Hà Linh, Hương Thủy, Hương Giang, Lộc Yên, Hương Đô, Phúc Trạch huyện Hương Khê (đoạn từ km 15+642,72 đến km 25+252,86)	Quân	3	T	Hương Khê	3026	7
472	8043918	Công trình Xây dựng kênh tiêu Vĩnh Phong, Yên Thọ xã Hộ Độ	Phú	3	H	Thạch Hà	3455	7
473	7980684	Dự án đầu tư xây mới, nâng cấp, cải tạo 19 Trạm y tế xã, tỉnh Hà Tĩnh	Vũ Giang	1	T	Dân dụng	DDCN	8
474	7292495	Đường vào trung tâm xã Trung Lễ, huyện Đức Thọ	Huân	1	H	Đức Thọ	3026	8
475	7187999	Nâng cấp, mở rộng đường Tỉnh lộ 21	Phú	3	T	Thạch Hà	2140	8
476	7897322	Xây dựng đường giao thông nội vùng khu trung tâm hành chính huyện Lộc Hà (giai đoạn 2)	Phú	3	H	Thạch Hà	2140	8
477	7910838	Đường giao thông từ Le Ve Cửa Trẹm đến Vùng Cồn Trửa và Bải rác xã Hồng Lộc	Phú	3	H	Thạch Hà	2140	8
478	7294340	Nâng cấp, cải tạo trụ sở HĐND và UBND huyện Vũ Quang	Thuận	1	T	Vũ Quang	2578	9
479	7440943	Hệ thống điện vào khu chăn nuôi tập trung xã Đức Bồng huyện Vũ Quang	Thuận	1	H	Vũ Quang	2578	9
480	7489421	Hệ thống điện vào khu chăn nuôi tập trung xã Đức Giang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2578	9
481	7440942	Hệ thống điện vào khu chăn nuôi tập trung xã Đức Hương huyện Vũ Quang	Thuận	1	H	Vũ Quang	2578	9
482	XHH8	Nhà thư viện tiên tiến, sân chơi, bãi tập và các hạng mục phụ trợ thuộc trường tiểu học Hương Minh, xã Hương Minh, huyện Vũ Quang, tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2578	9
483	XHH9	Khu tập thể giáo viên 1 tầng, trường trung học phổ thông Cù Huy Cận, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2578	9
484	8078085	Dự án Khắc phục sạt lở bờ sông Ngàn Phố, đoạn qua xã Trường Sơn, huyện Đức Thọ	Huân	1	T	Đức Thọ	2140	9
485	8071083	Dự án Đường Trục xã 01 xã Bùi La Nhân, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
486	8114174	Dự án Cải tạo, nâng cấp nhà văn hóa, nhà làm việc 2 tầng và các hạng mục phụ trợ Trụ sở HĐND - UBND huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
487	8027878	Dự án Nâng cấp hệ thống tưới tiêu Hói Tùng, xã Tùng Châu, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
488	8094293	Dự án Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Lai Đồng, xã Đức Đồng, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
489	8062894	Dự án Sửa chữa, nâng cấp hệ thống kênh mương Đập Trạ, xã Đức Lạng, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
490	7980677	Dự án Đường giao thông tổ dân phố 3, 4 và tổ dân phố 8, thị trấn Đức Thọ, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
491	7993038	Dự án Trường THCS Lê Ninh, huyện Đức Thọ - Hạng mục: Nhà học bộ môn 2 tầng 6 phòng; Nhà đa năng; Khuôn viên trường	Huân	1	H	Đức Thọ	2140	9
492	8020026	Dự án Cầu Rào Cạn và đường hai đầu cầu, xã Hòa Lạc, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
493	8018186	Dự án Trường mầm non Đức Dũng, huyện Đức Thọ; Hạng mục: Xây dựng nhà học 2 tầng 4 phòng	Huân	1	H	Đức Thọ	2140	9
494	8131826	Dự án Xây dựng điểm check in tại bến Tam Soa, xã Tùng Ảnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
495	8071075	Dự án Cầu Bến Lỗ, thôn Đồng Vịnh, xã Đức Đồng, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
496	8079695	Dự án Cải tạo đường vào Khu di tích Cố Tổng bí thư Trần Phú, xã Tùng Ảnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
497	7687589	Dự án Đường liên xã Trung Lễ - Bùi Xá huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
498	7626324	Dự án Đường giao thông xã Đức Thanh huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
499	8062923	Dự án Sửa chữa, nâng cấp hồ Bàu Quán, thôn Đông Thái, xã Tùng Ảnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
500	7646339	Dự án Hội trường HDND - UBND huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
501	8094294	Dự án Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Yên Cường, xã Hòa Lạc, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
502	8042564	Dự án Đường liên thôn Trại Trắn - Yên Cường, xã Hòa Lạc	Huân	1	H	Đức Thọ	2140	9
503	7648113	Dự án Hội trường khối dân huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
504	8072345	Dự án Đường giao thông xã Yên Hồ, huyện Đức Thọ (trục xã 09)	Huân	1	H	Đức Thọ	2140	9
505	8064111	Dự án Cầu Kênh số 1, xã Tùng Ảnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
506	7425552	Dự án Khăc phục, sửa chữa Hồ chứa nước Ao Sen, xã Đức Lập, huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	H	Đức Thọ	2140	9
507	7944138	Dự án Kênh tiêu úng thị trấn Đức Thọ, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
508	8088008	Dự án Bể bơi phục vụ thi đấu thể dục thể thao các trường học - Trường tiểu học Đức Yên, thị trấn Đức Thọ, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
509	8053437	Dự án Cải tạo Nhà ăn, Nhà tập luyện thể thao và các công trình phụ trợ Trụ sở Ủy ban nhân dân huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
510	8062891	Dự án Đường giao thông xã Trường Sơn, huyện Đức Thọ (trục xã 21)	Huân	1	H	Đức Thọ	2140	9
511	8050829	Dự án Cải tạo, nâng cấp Trung tâm hành chính công huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
512	8097448	Dự án Khối phòng học, phòng chức năng 2 tầng trường mầm non Tùng Châu, xã Tùng Châu, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
513	8042563	Dự án Đường giao thông trục chính thôn Ninh Thái, xã Trường Sơn	Huân	1	H	Đức Thọ	2140	9
514	8059061	Khối phòng học chức năng và hỗ trợ học tập 02 tầng 06 phòng, trường tiểu học Quang Vĩnh, xã Quang Vĩnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
515	8050830	Dự án Cải tạo, nâng cấp nghĩa trang liệt sỹ huyện Đức Thọ - Hạng mục: Cải tạo nhà điều hành, hệ thống điện khu bia, làm nhà vệ sinh và hệ thống cấp nước	Huân	1	H	Đức Thọ	2140	9
516	8079694	Dự án Chỉnh trang, nâng cấp cơ sở hạ tầng các tuyến đường trục chính trung tâm huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
517	8050828	Dự án Sửa chữa, nâng cấp hệ thống chiếu sáng công cộng bằng đèn Led trên địa bàn huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
518	8071077	Dự án Nâng cấp tuyến đường huyện ĐH53, huyện Đức Thọ (đoạn từ QL15 đến đường sắt xã Liên Minh)	Huân	1	H	Đức Thọ	2140	9
519	8071080	Dự án Đường trục xã 30 (TX30) đoạn qua xã Tân Dân, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
520	7845552	Dự án Xây dựng các trường học do quỹ Thiện Tâm - Tập đoàn Vingroup tài trợ trên địa bàn huyện Đức Thọ. HM: Nhà học 2 tầng 6 phòng trường MN Liên Minh xã Liên Minh và nhà học 2 tầng 4 phòng trường MN Trường Sơn xã Trường Sơn, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
521	8076773	Dự án Đường giao thông tổ dân phố Đại Lợi và tổ dân phố 7, thị trấn Đức Thọ	Huân	1	H	Đức Thọ	2140	9
522	8019139	Dự án Cải tạo, nâng cấp khuôn viên trước cổng bệnh viện đa khoa Đức Thọ	Huân	1	H	Đức Thọ	2140	9
523	7705254	Dự án Đường giao thông nội vùng xã Liên Minh huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
524	7927747	Dự án Cổng trang trí đèn Led đoạn Ngã tư Yên Trung đến Khu lưu niệm Trần Phú và 02 nút giao QL8A, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
525	7931983	Dự án Cải tạo, nâng cấp bến Tam Soa, xã Tùng Ảnh, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	9
526	7892100	Dự án Thay thế bó vỉa đường Yên Trung, Thị trấn Đức Thọ, huyện Đức Thọ (phía phải tuyến)	Huân	1	H	Đức Thọ	2140	9
527	8079696	Dự án Chỉnh trang, nâng cấp hệ thống vỉa hè tuyến đường Phan Đình Phùng, thị trấn Đức Thọ (đoạn từ cầu Đôi 2 đến Ngã tư Bà Viên)	Huân	1	H	Đức Thọ	2140	9
528	7851159	 Đường dốc Bà toàn - Hương Thọ (đoạn từ thôn Đồng Minh xã Hương Minh đến thôn 2 xã Hương Thọ), huyện Vũ Quang	Thuận	1	T	Vũ Quang	2140	9
529	7770171	Cầu Cửa Rào, huyện Vũ Quang	Thuận	1	T	Vũ Quang	2140	9
530	7750092	Sống chung với lũ huyện Vũ Quang	Thuận	1	T	Vũ Quang	2140	9
531	7674976	Cầu Liên Hòa, huyện Vũ Quang	Thuận	1	T	Vũ Quang	2140	9
532	7509845	Đường giao thông liên xã Đức Lĩnh đi Thị trấn Vũ Quang	Thuận	1	T	Vũ Quang	2140	9
533	8074706	Đường GTNT trục xã (Tuyến Ân Phú Cửa Rào - Ông Thực - Đập tràn Hương Giang), xã Đức Hương 	Thuận	1	H	Vũ Quang	2140	9
534	8074707	Nâng cấp, sửa chữa đường 71 xã Hương Minh (Điểm đầu ngõ bà Liên thôn Hợp Trùa, điểm cuối ngõ ông Lịch thôn Hợp Duận)	Thuận	1	H	Vũ Quang	2140	9
535	8074708	Đường giao thông nội thị TDP6 thị trấn Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
536	8121501	Đường GTNT xã Đức Giang (tuyến cổng ông Vinh - ông Thiệu, thôn 3 Bồng Giang), huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
537	8126748	Xây dựng Kè chống sạt lở đường trục xã tại thôn 6 (đoạn từ nhà anh Thông đến nhà anh Thành), xã Thọ Điền	Thuận	1	H	Vũ Quang	2140	9
538	8126750	Sửa chữa, cải tạo hệ thống điện chiếu sáng đường Phan Đình Phùng và xây dựng mới hệ thống điện chiếu sáng đường Phan Đình Phùng kéo dài	Thuận	1	H	Vũ Quang	2140	9
539	8121644	Xây dựng, nâng cấp đường trục thôn 3 (điểm đầu tại Bưu Điện - điểm cuối tại cây Đa), xã Quang Thọ	Thuận	1	H	Vũ Quang	2140	9
540	8068858	Mở rộng, nâng cấp đường trục xã Trục Thác - Ngõ Bà Tuyết (thôn 2, thôn 3, thôn 4, thôn 5) xã Ân phú, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
541	8073107	Đường GTNT từ thôn Bình Phong đi thôn Tân Hưng xã Đức Lĩnh	Thuận	1	H	Vũ Quang	2140	9
542	7959985	Đường giao thông Ân Phú - Cửa Rào, đoạn qua xã Đức Liên huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
543	7959986	Đường giao thông Lộc Hầu, Nguyễn Du, thị trấn Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
544	8032447	 Nâng cấp đường GTNT thôn 2 tuyến đường con Cuông - ông Dần - đập Trộ Thầy xã Quang Thọ	Thuận	1	H	Vũ Quang	2140	9
545	8027805	Đường GTNT thôn Thanh Sơn xã Đức Lĩnh (Đoạn từ đường IFAX đi Khe Ổi – Khe Du – Khe Chèo)	Thuận	1	H	Vũ Quang	2140	9
546	8045175	Xây dựng cầu Áng Ngò (tuyến đường Sơn Long - Chợ Bộng), xã Ân Phú	Thuận	1	H	Vũ Quang	2140	9
547	8117231	Nâng cấp sửa chữa khuôn viên, nhà vệ sinh và các hạng mục phụ trợ trường Tiểu học xã Đức Giang	Thuận	1	H	Vũ Quang	2140	9
548	7677847	Đường giao thông thôn 5 xã Hương Thọ, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
549	7654764	Cải tạo, sửa chữa phòng Giáo dục huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
550	7884785	Cải tạo, sửa chữa nhà kỹ thuật, nhà điều trị bệnh lây Trung tâm y tế huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
551	7666226	Nhà đa chức năng 1 tầng công trình trường THCS Phan Đình Phùng, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
552	8066769	Hệ thống cống và mương tiêu nước xứ Đồng Vời, xã Đức Liên, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
553	7859855	Lắp đặt biển tên đường khu trung tâm thị trấn Vũ Quang	Thuận	1	H	Vũ Quang	2140	9
554	7767041	Đường liên xã Liên Minh - Đức Tùng - Đức Châu, huyện Đức Thọ, tỉnh Hà Tĩnh	Hương	1	T	Đức Thọ	2578	9
555	7595639	Đường liên xã Đức Đồng - Đức Lập - Tân Hương, huyện Đức Thọ	Hương	1	T	Đức Thọ	2578	9
556	7059920	Đường nội vùng Cụm CN-TTCN tập trung huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	T	Đức Thọ	2578	9
557	7464241	Dự án: Phát triển cơ sở hạ tầng du lịch phục vụ cho tăng trưởng toàn diện khu vực Tiểu vùng Mê Công mở rộng tỉnh Hà Tĩnh	Hương Giang	1	T	Dân dụng	2578	9
558	7501924	Dự án " Cải thiện cơ sở hạ tầng cho các xã bị ảnh hưởng bởi ngập lụt của tỉnh Hà Tĩnh"	Vũ Giang	1	T	Dân dụng	DDCN	9
559	7679830	Dự án Xây dựng cột thu, phát sóng truyền hình thị xã Kỳ Anh	Hương Giang	1	T	Dân dụng	DDCN	9
560	7732935.1	Dự án Đầu tư xây dựng công trình Khu nhà Khám bệnh, Khoa Cấp cứu -Điều trị tích cực, Khoa Sản, Khoa Phẫu thuật và Hành chính tổng hợp Bệnh viện Đa khoa huyện Nghi Xuân	Hương Giang	1	T	Dân dụng	DDCN	9
561	7732935.2	Đầu tư xây dựng công trình Khu nhà Khoa sản, Khoa nhi, Khoa ngoại, Khoa 3 CK và các hạng mục phụ trợ Bệnh viện Đa khoa huyện Thạch Hà	Hương Giang	1	T	Dân dụng	DDCN	9
562	7796352	 Dự án Cải tạo, nâng cấp, tăng cường cơ sở vật chất Trụ sở làm việc Cơ quan Tỉnh uỷ	Hương Giang	1	T	Dân dụng	DDCN	9
563	8044607	Nâng cấp trụ sở làm việc Sở Y tế	Vũ Giang	1	T	Dân dụng	DDCN	9
564	7010700	Đường trục chính từ Trung tâm xã Đức Lạng vào thôn Đồng Quang, Tân Quang huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
565	7280505	Nâng cấp trạm bơm và hệ thống tưới, tiêu vùng trọng điểm lúa huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	T	Đức Thọ	3026	9
566	7745757	Nắn dòng Hói Trươi xã Sơn Thọ huyện Vũ Quang	Thuận	1	T	Vũ Quang	3026	9
567	7010934	Đường  giao  thông  nối  từ  trung  tâm  xã Đức  Đồng  đến  thôn  Bồng  Phúc  xã  Đức Lạng, huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
568	7487883	Đường giao thông nông thôn kết hợp vào trang  trại  chăn  nuôi  tập  trung  xã  Đức Lạng,   xã   Tân   Hương,   xã   Đức   Dũng, huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	T	Đức Thọ	3026	9
569	7593405	Hệ thống kênh mương nội đồng xã  Đức Thủy, huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
570	7010431	Cải  tạo,  nâng  cấp  Đường  Tỉnh  lộ  28, huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
571	7731075	Đường giao thông nội vùng xã Đức Hòa, huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
572	7742106	Nâng  cấp  đường  nối  Quốc  lộ  15  đi  qua trung  tâm  xã  Đức  Dũng,  Hồ  chứa  nước Khe Lang, huyện Đức Thọ	Huân	1	T	Đức Thọ	3026	9
573	8096166	Khắc phục cấp bách kè chống sạt lở bờ tả hạ lưu cầu Chợ Vực, xã Cẩm Duệ, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	9
574	7959879	Xử lý sạt lở bờ sông Rác đoạn qua xã Cẩm Lạc, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	9
575	7904313	Khôi phục cầu Đá Bạc, xã Cẩm Thịnh, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	9
576	7902750	Khắc phục kè biển xã Cẩm Nhượng, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	9
577	7904312	Khắc phục đường trục xã ven biển xã Cẩm Lĩnh, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	9
578	7677500	Đường Cẩm Dương - Cẩm Thịnh	Nam	2	T	Cẩm Xuyên	2140	9
579	8115972	Trụ sở làm việc và các hạng mục phụ trợ Ban Quản lý dự án đầu tư xây dựng huyện Cẩm Xuyên	Nam	2	H	Cẩm Xuyên	2140	9
580	7972206	Cầu qua kênh Xô Viết KN2 thôn Hưng Tiến, xã Cẩm Hưng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
581	8065607	Đường doc bờ biển Thiên Cầm đoạn từ Khách sạn Công Đoàn đến chân núi Thiên Cầm, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
582	7956684	Đường ĐH.128 đoạn từ Quốc lộ 8C đến Giếng Cồn, thị trấn Thiên Cầm, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
583	8060389	Đường trục chính vào thôn Mỹ Hòa, xã Yên Hòa, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
584	8013448	Nhà học 03 tầng 9 phòng trường Tiểu học Cẩm Thạch, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
585	7961957	DA Nhà học 2 tầng 10 phòng trường MN Cẩm Minh, huyện Cẩm Xuyên (Mã DA 7961957)	Nam	2	H	Cẩm Xuyên	2140	9
586	7972203	Nhà học 2 tầng 8 phòng học bộ môn  trường THCS Mỹ Duệ, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
587	7972950	Nhà học 2 tầng 8 phòng học bộ môn trường Tiểu học Cẩm Sơn, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
588	7972953	Nhà học 3 tầng 12 phòng học bộ môn trường THCS Cẩm Nhượng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh.	Nam	2	H	Cẩm Xuyên	2140	9
589	8064109	Nhà học bộ môn 02 tầng 10 phòng Trường tiểu học Cẩm Hưng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
590	7972201	Trường tiểu học Cẩm Hưng, hạng mục san nền và nhà học 2 tầng 12 phòng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
591	7972208	Nhà học 02 tầng 10 phòng trường Tiểu học Nam Phúc Thăng 2, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
592	7972210	Nhà học 2 tầng 8 phòng học bộ môn trường tiểu học Cẩm Trung, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
593	8013449	Nâng cấp, cải tạo khuôn viên, sân vườn Trung tâm văn hóa Hà Huy Tập, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
594	8013450	Cải tạo, sữa chữa Nhà làm việc 2 tầng Trung tâm giáo dục nghề nghiệp - GDTX, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
595	8064108	Nâng cấp, cải tạo Trụ sở chi cục Thuế cũ huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
596	8070790	Cầu Truộc Nhăng, xã Cẩm Lạc, huyện Cẩm Xuyên, tỉnh Hà Tĩnh	Nam	2	H	Cẩm Xuyên	2140	9
597	8115970	Nâng cấp, cải tạo sữa chữa Hội trường Hà Huy Tập, huyện Cẩm Xuyên	Nam	2	H	Cẩm Xuyên	2140	9
598	8128678	Xử lý sạt lở bờ sông Ngàn Mọ đoạn qua xã Cẩm Thành, huyện Cẩm Xuyên	Nam	2	H	Cẩm Xuyên	2140	9
599	7874264.3	Xây dựng trụ sở Công an xã Cẩm Lĩnh	Nam	2	H	Cẩm Xuyên	2140	9
600	7874264.4	Xây dựng trụ sở Công an xã Cẩm Dương	Nam	2	H	Cẩm Xuyên	2140	9
601	7874264.5	Xây dựng trụ sở Công an xã Cẩm Thành	Nam	2	H	Cẩm Xuyên	2140	9
602	7920259	Đường thị trấn Nghèn - Đồng Lộc	Hương	2	T	Can Lộc	2140	9
603	8120806	Sơn bó vỉa, bổ sung hệ thống an toàn giao thông một số tuyến đường nội thị, thị trấn Nghèn, huyện Can Lộc	Hương	2	H	Can Lộc	2140	9
604	7771916	Khu thể thao, sân vận động huyện Can Lộc (giai đoạn 1)	Hương	2	H	Can Lộc	2140	9
605	7779873	Nâng cấp, mở rộng đường trục chính xã Thuần Thiện đi đập Cù Lây, huyện Can Lộc	Hương	2	H	Can Lộc	2140	9
